,source,url
293,07_장애인고용_시설장비_융자·무상지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000068
294,07_장애인기업_창업보육실_운영.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003210
295,07_장애인보조기기_부가가치세_영세율_적용.md,
296,07_장애인생산품_판매시설.md,
297,07_장애인연금.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003249
298,07_장애인용_자동차에_대한_지방세_감면.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000087
299,07_장애인을_위한_요금감면제도.md,
300,07_장애정도_심사_검사비_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000099
301,07_장애정도_심사용_진단서_발급비_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000099
302,07_장애친화_건강검진.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001133
303,07_장애학생_정보격차_해소_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
304,07_정보통신_보조기기_보급.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
305,07_중증장애인_지원고용(훈련수당).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003259
306,07_중증장애인_직업재활_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003189
307,07_중증장애인생산품_우선구매.md,
308,07_중증장애인확인서_발급.md,
309,07_증여세_과세가액_불산입.md,
310,07_지역사회_중심_재활사업.md,
311,07_지역장애인보건의료센터.md,
312,07_청각장애인_인공달팽이관_수술비_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
313,07_청소년_발달장애인_방과후활동서비스.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
314,07_특수교육대상자_치료지원_서비스.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001113
315,08_4·19혁명공로수당.md,
316,08_6·25자녀수당.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001064
317,08_고엽제_후유의증_수당.md,
318,08_고엽제환자_2세_수당.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
319,08_교통시설_이용_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
320,08_국가보훈대상자_LPG차량_세금인상분_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001122
321,08_국가보훈대상자_보훈장학금_지급.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000054
322,08_국가보훈대상자_수업료_등_면제.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001131
323,08_국가보훈대상자_친환경차량(전기·수소차) 지원.md,
324,08_국가보훈대상자_학습보조비_지급.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003216
325,08_국가유공자_기타의료지원.md,
326,08_국가유공자_등_간호수당.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001059
327,08_국가유공자_등_대부_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000048
328,08_국가유공자_등_보상금.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000043
329,08_국가유공자_등_사망일시금.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003203
330,08_국가유공자_등_생활조정수당.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000097
331,08_국가유공자_등_취업_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000070
332,08_국가유공자_등_취업능력개발_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003281
333,08_독립유공자_(손)자녀_생활지원금_(저소득가구_지원).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
334,08_무공영예수당.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
335,08_민간_노인_장기요양급여_이용지원.md,
336,08_보훈가족_심리재활서비스_지원.md,
337,08_보훈병원_진료.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
338,08_생계지원금.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
339,08_애국지사_특별예우금.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000750
340,08_양로지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
341,08_양육지원.md,
342,08_영주귀국정착금.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
343,08_요양지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003243
344,08_위탁병원_진료(시군별_지정_의료기관).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
345,08_장기복무_제대군인_대부_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF000031933
346,08_장기복무_제대군인_수업료_보조.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001073
347,08_장기복무_제대군인_취업지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003208
348,08_재가복지지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
349,08_재해보상금.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
350,08_재해위로금.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
351,08_제대군인_전직지원금_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000096
352,08_중장기복무_제대군인_무료법률_구조_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
353,08_참전명예수당.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001066
354,08_통신요금감면.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003257
355,09_개인회생·파산_종합지원센터.md,
356,09_근로자_생활안정자금_융자.md,https://www.bokjiro.go.kr/ssis-tbu/twatzzza/intgSearch/moveTWZZ01000M.do
357,09_대지급금_제도.md,
358,09_마을변호사.md,
359,09_마을세무사.md,
360,09_무료_법률상담.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S9765680990
361,09_미소금융.md,
362,09_법률구조_제도.md,
363,09_법률홈닥터.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S9765686049
364,09_법문화교육센터.md,
365,09_새희망홀씨.md,
366,09_서민금융진흥원_금융교육.md,
367,09_서민금융진흥원_맞춤대출서비스.md,
368,09_서민금융진흥원_자영업_컨설팅.md,
369,09_소상공인_지원(융자).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
370,09_신용회복위원회_성실상환자_소액대출.md,
371,09_신용회복위원회_신용교육.md,
372,09_주택·상가건물_임대차분쟁조정위원회.md,
373,09_직업훈련_생계비_대부사업.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003266
374,09_햇살론.md,
375,09_햇살론15.md,
376,09_햇살론_youth.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001076
377,09_햇살론_뱅크.md,
378,09_햇살론_카드.md,
379,10_1인가구_사회적관계망_형성_지원사업.md,
380,10_가정폭력_피해자_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
381,10_가정폭력_피해자_치료회복_프로그램_및_의료비_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001105
382,10_가정폭력·성폭력·스토킹_피해자_무료_법률_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
383,10_가족상담_전화(1644-6621).md,
384,10_가족센터_운영.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001186
385,10_개발제한구역_생활비용_보조.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
386,10_결혼이민여성_직업교육훈련.md,
387,10_결혼이민자_통번역서비스.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
388,10_긴급복지_지원제도.md,https://www.bokjiro.go.kr/ssis-tbu/twatzzza/intgSearch/moveTWZZ01000M.do
389,10_노숙인_등_복지_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001152
390,10_농번기_아이돌봄방.md,
391,10_농어가_목돈마련_저축_장려금.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
392,10_농어업인_건강보험료_지원.md,
393,10_농어업인_연금보험료_지원.md,
394,10_농업인_안전보험.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003232
395,10_농촌_공동_아이돌봄센터.md,
396,10_농촌_보육_교사_특별근무수당.md,
397,10_농촌주택개량사업.md,
398,10_다누리콜센터(1577-1366).md,
399,10_다문화_아동_보육료_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001183
400,10_다문화·탈북학생_멘토링_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
401,10_다문화가족_방문교육_서비스.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
402,10_다문화가족_자녀_언어발달_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003282
403,10_다문화가족지원센터_이용.md,
404,10_대체인력지원사업(사업주_지원).md,
405,10_도서민_여객선_운임_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
406,10_독거노인_사회관계_활성화_지원.md,
407,10_맞춤형_기초생활보장_제도.md,
408,10_범죄피해자에_대한_경제적_지원_사업.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
409,10_북한이탈주민_교육비_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000063
410,10_북한이탈주민_법률상담.md,
411,10_북한이탈주민_사회보장_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000782
412,10_북한이탈주민_의료비_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003206
413,10_북한이탈주민_자산형성지원(미래행복통장).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001020
414,10_북한이탈주민_정착금_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003172
415,10_북한이탈주민_주택알선_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000815
416,10_북한이탈주민_취약계층_긴급생계비_지원.md,
417,10_북한이탈주민_취업_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003168
418,10_사회서비스원_긴급돌봄_사업.md,
419,10_사회서비스원_종합재가센터.md,
420,10_사회통합프로그램_(KIIP).md,
421,10_산업재해_보상보험_제도.md,
422,10_산재근로자_사회심리_재활_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000022
423,10_산재근로자_생활안정자금_융자.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
424,10_산재근로자_직업훈련.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001125
425,10_산재근로자_직장복귀_지원(근로자).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001085
426,10_산재근로자_직장복귀_지원(사업주).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001085
427,10_산재근로자_케어센터_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004648
428,10_산재근로자_합병증_등_예방관리.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
429,10_산재보험_요양급여(재활보조기구).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001092
430,10_석면피해자_지원(석면피해_구제급여).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
431,10_성매매_피해자_지원.md,
432,10_성폭력_피해자_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001166
433,10_성폭력피해_아동·청소년_전용쉼터(특별지원시설)_운영_지원.md,
434,10_양육비_이행지원_종합서비스.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003186
435,10_어선원_및_어선_재해보상_보험.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
436,10_어업인_안전보험.md,
437,10_여성긴급전화_1366.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
438,10_영주귀국_사할린_한인_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
439,10_외국인근로자_등_의료지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
440,10_원폭피해자_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
441,10_의사상자_등_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003272
442,10_이동식_놀이교실.md,
443,10_일본군_'위안부'_피해자_생활안정_및_기념사업.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001106
444,10_저임금_근로자·예술인·노무제공자_사회보험료_지원(두루누리).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000095
445,10_주거_지원_(주택_특별공급).md,
446,10_지역사회서비스_투자사업.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001061
447,10_진폐근로자_보호.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
448,10_청소년한부모_등_자립지원패키지.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
449,10_청소년한부모_자립_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twatzzza/intgSearch/moveTWZZ01000M.do
450,10_출소자_등_자립_지원.md,
451,10_취약농가_인력_지원(영농도우미).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
452,10_취약농가_인력_지원(행복나눔이).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do
453,10_취약어가_인력_지원(어업활동_지원).md,
454,10_취약어가_인력_지원(어촌생활돌봄지원).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003233
455,10_탈북학생_교육_지원(멘토링_지원_등).md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003188
456,10_탈북학생_교육_지원(학력인정_등).md,
457,10_폭력_피해여성_주거_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001101
458,10_풍수해보험.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000053
459,10_한부모가족_복지시설_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000091
460,10_한부모가족_아동_양육비_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001068
461,10_한부모가족_자녀_교육비_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001104
462,10_한부모가족_주거_지원(주택분양·임대).md,
463,10_한센인_피해자_지원.md,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003215
464,10_해바라기센터(성폭력_피해자_통합지원센터)_운영.md,
